id,description,value
1013636,bring the sale of naturist products to her residential sector.,0
1014002,diversify her stall into selling snacks and drinks so as to realise more returns. .,0
1014300,to buy piglets to fatten and earn additional income to improve her living standards.,0
1014368,"to buy more coffee, beans, and maize to sell.",0
1014369,to buy three calves.,0
1014373,to buy three sheep and food for his herd.,0
1014378,to buy sheep for fattening.,0
1014386,to buy 15 sheep and food for her herd.,0
1012085,to rear sheep for sale.,0
1013626,"to buy an assortment of clothing, shoes, bags, and accessories for the coming school season.",0
1013627,to buy a larger assortment of men's and women's clothing,0
1014296,to buy some supplies for repairing machine tractors.,0
1014320,to buy more clothes.,0
1014328,to purchase additional goods for her sari-sari store business,0
1014331,To treat his mother,0
1014334,"to Increase on the stock of clothes that she sells, especially for males to match with the growing demand in the market.",0
1014342,"to reinvest in her food vending business by replacing the out of stock items like sacks of flour, maize, beans and rice, and she also wants to restock her grocery store.",0
1014346,to purchase more cattle for reselling in the market,0
1003513,to buy more stationery to sell.,0
1013619,buy a food business,0
1013622,"to buy materials to make his pigsties stronger, and to buy vaccines and feed to fatten up his animals.",0
1013624,"to buy raw materials such as metal, wood, soldering, etc.",0
1014075,to purchase good quality cloth of different colors to earn substantial profits through this investment.,0
1014237,to introduce a new spicy relish to customers.,0
1014295,to pay for chicken meat for his business,0
1014307,"to purchase additional groceries to sell in her store such as canned goods, noodles, spices, milk, coffee, drinks, candies, soap, and personal care products.",0
1014314,to pay for several kilos of dried fish to sell.,0
1014325,to treat his father and buy medicine for his father��_��__��_��___��_��__��_��____s treatment.,0
1007435,to buy silver fish to sell.,0
1012740,"to buy beverages, baked goods, vegetables, fruits, and other products.",0
1012743,"to buy beer, sodas, hard ciders, cookies, and other products.",0
1013445,to buy tools and spare parts for her son for his auto repair shop.,0
1013456,to make some maintenance on his rickshaw.,0
1013594,to buy fertilizers and pay the cost of labor.,1
1013770,to purchase fish to resell,0
1013846,to pay for his wife's medical treatment.,0
1014179,to buy additional grocery products for her store.,0
1014188,"to buy Semitic bread, Semitic butter bread, rice cookies, powdered bread, white bread, etc. for her business.",0
1013800,to purchase a cow in order to increase her profits and pay for her children's education,0
1013598,to buy a 28 meter squared plot of land.,0
1014733,to buy work materials to make plaster sculptures.  ,0
1014990,to buy a new rickshaw with the contribution of savings for her husband's rickshaw driving services.,0
1014335,to buy medicine for her treatment.,0
1014490,Purchase a motorcycle for timely delivery of the citrus fruits he grows and sells.,0
1014363,to have her teeth treated at the dental clinic.,0
1012737,to buy fertilizers that he can apply to two plots of his coffee farm.,0
1014158,to buy sewing equipment for her business.,0
1015445,to pay for her husband's surgery. He is a long-time paraplegic man who was hit by a speeding car that left him severely injured. He's been scheduled for a surgery to repair his vision.,0
1014220,to buy grazing cattle and more fruits to sell in the market.,0
1014228,to buy bundles of used clothing and with the profit she can pay for her parents' medicine.,0
1014752,to buy two dairy cows,0
1014217,to buy one barber's chair for adults and one for children.,0
1014881,"to buy nets, ropes, fuel, food, etc.",0
1015731,to purchase a tractor and rent it out in order to generate a more stable icnome,0
1014326,to buy a solar panel for her house.,0
1015722,to buy a buffalo to increase milk production and monthly income.,0
1015729,to buy hens and broilers for producing chicken for reselling purpose.,0
1014109,to invest in her cosmetics business.,0
1014581,to pay for seeds and fertilizer for his farm and for forage to feed to his livestock.,0
1014642,to expand her agriculture business. ,0
1014847,"to purchase pineapples, melons, watermelon, papayas, grapes, cabbage, lettuce, string beans, potatoes, tomatoes, green chili peppers, and carrots, among other fruits and vegetables for her business.",0
1015353,"to buy products for her beauty salon, such as creams, shampoo, scissors, hairpins and other things that she needs.",0
1015615,to buy a motorbike,0
1014859,to buy two cows.,0
1014868,"to buy seeds, manure, poison, and fertilizer for her corn crops",0
1015338,to add more sacks of charcoal to her charcoal store for her business to grow.,0
1015433,To buy additional products for her business,0
1014558,to buy land,0
1014849,to purchase raw material for his pizzeria.,0
1014860,to buy maintenance equipment for her cattle ranch.,1
1014866,to buy a motorcycle.,0
1015691,to build a latrine,0
1015314,to expand her business to sell more sarees.,0
1015336,To expand her weaving business to sell more sarees,0
1015339,"to buy more brick moulding equipment, the raw material resources she uses, and also adding to her groceries business.",0
1015435,to buy a lingerie collection for her shop.,0
1015472,"to buy chicks, chicken feeds, and wood and to service his car.",0
1015578,to buy more clothing that she will sell .,0
1015579,to purchase flour and sugar in bulk as well as eggs and other ingredients for her bakery,0
1015580,to increase her purchase of fruits and vegetables for resale .,0
1015614,to purchase new carpentry equipment for his business.,0
1001802,"to buy more stock of cabbages, bananas, and watermelons",0
1014182,to buy new equipment for her business.,0
1013593,"to buy supplies such as flour and sugar, among others.",0
1014056,to buy 50 more bags of charcoal and 50 bundles of firewood for her business.,0
1014080,to purchase more beans to sell,0
1014088,to purchase more stock of second-hand clothes for sale and make more income to provide for the needs of her family.,0
1014116,to buy ladies' clothes for selling.,0
1014126,to buy cows for slaughtering to sell.,0
1014134,to purchase cloth.,0
1014138,"to buy oil, onions, salt, tomato paste, etc.",0
1014151,to buy merchandise to resell.,0
1014154,to buy fabric for his business.,0
1013586,"to buy cement, sand and gravel, and hire workers to install a concrete floor in her house.",0
1013591,"to buy meats, sausages, dairy products, baked goods and other products.",0
1014039,to help her son in purchasing a new rickshaw so he can start driving again and can generate income.,0
1014043,to buy new tools and make some decoration in his barber shop.,0
1014059,to buy spare parts and service his motorcycle so as to serve more customers and make more income to support his family.,0
1014060,"to buy necessary business supplies such as textiles, fabrics, and upholstery furniture needs.",0
1014068,"to buy more stock of rice, sugar, flour, and detergent to sell. He hopes this will enable him to get more income to provide for the needs of his family.",0
1014070,"to buy additional grocery items including oil, milk, sugar, juices, etc.",0
1014610,"to buy beans,  Bissap (hibiscus flower) and peanuts for resale.",0
1013513,"to buy seeds, fertilizers, and insecticides to harvest basic grains and vegetables like cucumbers, tomatoes, chilies, and carrots.",0
1013562,to buy 200 chickens for fattening.,0
1013563,to buy food concentrate and vitamins for chickens.,0
1013565,"to buy cement, sand, gravel, sheet metal, and wood to cement the floor and replace the deteriorated roof of her home.",0
1013566,"to purchase fertilizer to apply to her crop of bananas and also to purchase products for her store, such as rice, sugar, drinks, etc.",0
1013571,"to buy: cement, sand, gravel, sheets, and pins to change the floor and roof of his house.",0
1013572,"to buy products like tubs, jars, cups, etc. in mass quantity.",0
1013576,"to buy cement, gravel and sand to cement the floor of her home.",0
1013582,to invest in improvement of local infrastructure.,0
1013585,"to buy sugar, flour, eggs, lard and other products.",0
1014024,to buy mineral fertilizers and seeds,0
1014025,to add to her savings to buy a new rickshaw for her son so he can abstain from paying a daily fare.,0
1014027,to buy a new sewing machine for her husband's tailoring business.,0
1014028,to buy a polyester rickshaw body for her brother's local transportation services.,0
1014034,to buy a rickshaw body and seat covers to financially support her brother.,0
1014036,to buy new rickshaw tires and do a little bit of engine maintenance for her husband's rickshaw driving service.,0
1014037,to buy fresh milk in bulk for her husband's milk trading.,0
1014046,to buy new tools and decorations for his barber shop.,0
1013546,"to purchase merchandise such as rice, sugar, and more.",0
1013550,to purchase more fish to raise in her pond and also to purchase feed for them.,0
1013552,"to purchase supplies such as manure, fertilizers and pay for weeding to maintain his corn and coffee crops.",1
1013553,to buy a milk cow to produce more milk and sell dairy products.,0
1013555,to buy clothes to sell.,0
1013558,"to buy cement, sand, and a door to improve the walls and replace the door of her house.",0
1014017,to buy warmer clothes for her husband's clothing shop.,0
1014019,to buy fresh and seasonal fruits for her husband's fruits selling business.,0
1014021,to buy shuttering material for her husband's shuttering services for roofs under construction.,0
1013514,"to get working capital to buy more merchandise, such as noodles, rice, sugar, etc.",0
1013524,"to purchase sugar, rice, eggs, bread, and sandals to stock her store.",0
1013526,"to purchase seeds, manure, and pesticides to plant vegetables.",0
1013528,to purchase more chickens to fatten and concentrated feed for them to sell them when they are big.,0
1013529,"to pay for agricultural labor, applying and incorporating phytosanitary products, fertilizers, and pay labor costs for his harvest.",0
1013535,to purchase the necessary construction materials.,0
1013536,"to purchase rice, corn, beans, eggs, soup, coffee, sauces, candies and sugar for the store.",0
1013539,"purchase ceramic, cement, sand and pay for labor.",1
1013545,to buy young chickens and concentrate to feed them so that he can raise them and later sell them at a good price.,0
1014014,"to buy bulb, tube light and energy savers, electric switches, bulb holders and sockets for her husband's electrician's shop.",0
1013995,to pay for her wedding expenses.,0
1014038,to buy 100 more bags of charcoal.,0
1014053,to increase her business with special offerings of foodstuffs.,0
1014195,to purchase wholesale ingredients to prepare street food,0
1014206,to buy livestock to raise and sell.,0
1014227,"to buy corn, beans, rice, sugar, oil, sauces, drinks, detergents, etc., to supply her store.",0
1014596,"to purchase potato seeds (260 kg), ten packages of fertilizer and forage to feed the livestock.",0
1014836,"to purchase an oven, stainless steel table, refrigerator, and flour",0
1015335,to expand her business by purchasing more clothes for sell.,0
1015866,ti buy cosmetics and various products.,0
1013653,to increase his business. He needs to destroy a wall and build more space to display more products such as grains and grocery items.,1
1014436,to buy pesticides for her coffee farm.,0
1015297,"to add sheets and curtains to her linen business and stock up on more snug blankets, anticipating the winter.",0
1015331,to buy more feed and other supplies for her farm.,0
1015304,"to purchase more roadrunner chickens from the rural areas and to also add quails to her business, as they are very much in demand in restaurants.",0
1015313,to buy a buffalo for her dairy farm so that she can increase milk productivity to fulfill the demand.,0
1015315,to buy a mini wagon for distributing milk to the retailers.,0
1015321,in order to pay rent expenses until  she can rebuild her old house.,0
1015323,"to purchase newer tents for her business, as tents are the money maker in her event business.",0
1013488,"to pay for his agricultural work: for the application and use of pesticides and fertilizers, and to pay labor costs for his harvest.",1
1013512,"to buy potatoes, green chilies, tomatoes and onions for his vegetable-selling business and to pay for the land lease that he farms.",0
1013975,to invest in her clothing sales business.,0
1013977,to buy quality seeds and fertilizer so as to increase maize production,0
1013979,to buy more stock of retail goods such as household utensils for selling,0
1013987,"To purchase farm inputs such as seeds and fertilizer so as to increase yields hence increased income to provide medical care, food and paying school fees for her children.",0
1013989,to buy more second hand clothes for resale so as to meet customers' demands and increase her income to provide food for her family and pay school fees for her children.,0
1013998,to purchase more cattle for selling.,0
1014007,to buy cattle.,0
1014168,to buy traditional pagnes (wrap-around clothing) and food ingredients for resale.,0
1015267,to buy potato seeds for seasonal planting ,0
1015295,to buy fertilizer for rice farming,0
1015588,to stock up on peanuts to be sold. ,0
1015203,to buy piglets to fatten,0
1015273,to pay the university fees for the last semester at university.,0
1015283,to pay university fees for this semester.,0
1015298,"to buy utensils and crockery goods, such as plates, dishes, cups, jars, glasses, jugs, mugs, cauldrons, and buckets, for reselling from his crockery store.",0
1013985,to buy a new glass case and jewelry items for her husband's jewelry shop.,0
1013986,to buy more cows to raise,0
1013993,to fix her husband's rickshaw so he can continue his transportation services.,0
1013972,to purchase additional prepaid airtime credit for helping community members who need access to communication service.,0
1014510,to purchase additional prepaid airtime credit for helping community members who need access to communication service.,0
1014538,to purchase additional prepaid airtime credit so as to help community members who need access to communication service.,0
1013508,to buy more cattle and food for them.,0
1013973,"to buy farm inputs such as seeds and fertilizer so as to improve her production and increase her income to provide food, and medical care and pay school fees for her children.",0
1013982,to expand his fruit and vegetable business.,0
1013988,to purchase additional prepaid airtime credit for helping community members who need access to communication service.,0
1014792,to buy edible products to sell.,0
1015211,to expand her handloom business and sell more sarees.,0
1015216,to expand his rice farm.,0
1012947,to buy various drinks to sell.,0
1012949,"to buy shoes, clothing, dollar store items and other products.",0
1012952,to buy tools for the mechanic workshop.,0
1013487,"to pay for agricultural jobs, applications and incorporations of plant protection products, fertilizers and to pay for the labor for his crops.",1
1013492,to buy fertilizer and invest in the maintenance of his farm.,0
1013494,to invest in the maintenance of the infrastructure where he keeps his tools.,0
1013498,"to pay for agricultural jobs, applications and incorporations of plant protection products, fertilizers and to pay for the labor for his crops.",1
1013960,to buy more clothes.,0
1013962,to purchase additional prepaid airtime credit for helping community members who need access to communication service.,0
1001084,to buy cost-efficient maize seeds and fertilizer for the coming harvesting season.,0
1004560,to buy cost-efficient maize seeds and fertilizer for the coming season.,0
1004671,to buy cost efficient maize seeds and fertilizer for the coming harvesting season.,0
1014012,to buy cost efficient maize seeds and fertilizer for the coming harvesting season,0
1014045,to purchase hybrid seeds and fertilizer to improve harvests of maize.,0
1014054,to buy cost-efficient maize seeds and fertilizer for the coming harvesting season.,0
1014072,to buy cost efficient maize seeds and fertilizer for the coming harvesting season,0
1014107,to gain access to cost-efficient hybrid seeds and fertilizer for maize cultivation.,0
1014380,to purchase a solar light and gain access to cost efficient hybrid seeds and fertilizer for the next harvesting season.,0
1014392,to purchase hybrid seeds and fertilizer to improve harvests of maize,0
1013925,to gain access to cost efficient hybrid seeds and fertilizer for maize cultivation.,0
1013928,to pay the plowing fee to grow her crop fruitfully and healthily.,0
1013932,to buy a new rickshaw for her husband so he can repair his rickshaw for driving.,0
1013933,to maintain his car which he uses to go to his work,0
1013940,"to buy artificial jewelry such as rings, earrings, bracelets, and necklaces for her husband's jewelry shop.",0
1013942,"to buy cost efficient maize seeds and fertilizer for the coming harvesting season, as well as a solar lights.							.",0
1013947,to buy a new rickshaw body for her husband to compensate for accidental damage.,0
1013955,to purchase hybrid seeds and fertilizer for the��_��__��_��___��_��__��_��____cultivation��_��__��_��___��_��__��_��____of maize							,0
1013958,"to purchase hybrid seeds and fertilizer for the��_��__��_��___��_��__��_��____cultivation��_��__��_��___��_��__��_��____of maize, as well as a solar light.							",0
1013961,to buy new beauty products and equipment.,0
1013813,to buy new rickshaw repairing tools and more spare parts for her husband's rickshaw repairing workshop.,0
1013815,to buy an moto-rickshaw body for her son's local transportation services.,0
1013822,to buy stock of iron rods and welding raw materials for her husband's rickshaw body shop.,0
1013824,to invest in her husband's general store.,0
1013827,"to buy cardboard, paint and chemicals for her husband's cardboard printing business.",0
1013828,to buy the latest cosmetics products.,0
1013915,to buy items to sell.,0
1013916,to purchase a solar light and gain access to cost efficient hybrid seeds and fertilizer for maize cultivation.,0
1013923,to buy a CNG rickshaw for her son so he can minimize the fuel cost.,0
1013924,To buy wedding dresses for organizing new business,0
1013502,to buy the fast moving items in his retail shop.,0
1013503,to buy construction materials,0
1013505,to restore the out of stock items in the shop inventory,0
1013506,to fix a room in his house.,0
1013507,to fix the house where he lives.,0
1013903,to buy quality seeds and fertilizer.,0
1013909,to purchase a solar light and gain access to cost efficient hybrid seeds and fertilizer for maize cultivation.,0
1013912,to purchase clothes to sell.,0
1011140,to purchase more sorghum for making local soft drinks.,0
1014758,to buy sandals and new clothing to sell.,0
1015175,"to support her family's living (food, shelter, healthcare, education, etc.).",0
1012412,"to purchase more bananas, avocado, aubergine, cabbages, etc., to sell.",0
1013866,to buy a new collection of women's clothes for the spring season.,0
1013875,"to buy items to sell like bread, condiments, junk food, home care products and other groceries",0
1013882,to purchase more fish and shrimp to resell,0
1013883,to purchase hybrid seeds and fertilizer to improve harvests of maize							,0
1013895,to buy a new taxi car which will facilitate his business.,0
1013896,to buy feeds and vitamins for her pigs.,0
1013919,"to buy ingredients such as, meat, spices, etc.",0
1013921,to purchase hybrid seeds and fertilizer to improve harvests of maize.,0
1010022,"to buy 1,000 wood planks to sell.",1
1011314,to buy medicine to sell.,0
1015130,to buy a small van to transport students as a second source of income,0
1015583,to raise sheep for later sale.,0
1011970,to buy necessary construction materials.,0
1012736,"to buy cut firewood, sand, clay, and other supplies.",0
1012785,"to buy vegetables, bread, fruits, meat, drinks and other items. ",0
1013385,to purchase a new sewing machine for his wife to improve the quality of her work and also work much more efficiently and quickly.,0
1013493,to increase the fish stock and to buy cooking oil and charcoal for cooking.,0
1013534,to purchase three bales of clothing for her business.,0
1013547,to buy cattle ,0
1013561,to buy five more bags of rice for her business.,0
1013607,to fix the house where he lives,0
1013741,to buy more sea food to sell.,0
1013771,to buy more seafood to sell.,0
1013773,"to buy ingredients for her food vending business such as vegetables, fish, meat, spices, etc.",0
1013774,to purchase baby pigs to raise and sell in the future.,0
1013779,"to purchase spare parts, gasoline, and more for the maintenance of her motorcycle.",0
1013802,to enable her husband to increase his scrap recycling business.,0
1013803,to help her husband in repairing his rickshaw so he can drive smoothly and generate income for the family.,0
1013805,to buy tools and spare parts for her husband for his mechanical shop.,0
1013954,to buy five pigs and four bags of hay (feed for pigs),0
1013520,to buy palm oil for her business.,0
1013655,to build a proper home for her family.,0
1014095,to buy more sorghum to sell.,0
1014764,to buy inventory items for his agricultural/vet shop he's been operating for the past ten years.,0
1014806,to pay for health-related expenses.,0
1015062,to buy a mini-tractor,0
1015379,to purchase a large supply of banana beer for resale. ,0
1014215,to buy merchandise to stock her grocery store.,0
1014736,to expand her farm and add more goats to grow her business and to create jobs in her community.,0
1014768,to restock more scrap material.,0
1014970,to buy a home solar power system for lighting his house.,0
1012744,"to purchase soft drinks, mineral water, beer, etc.",0
1014906,"to trademark his business name and brand, create a website, and purchase a variety of audio software and branded merchandise",0
1015034,to buy a car,0
1015308,to buy 20 bales of secondhand clothing,0
1015396,to increase her capital and buy a large quantity of clothing for resale to earn more.,0
1012774,"to buy various clothing items, shoes, low cost items and more.",0
1013461,"to make some maintenance for his rickshaw,",0
1013470,to buy 50 rubbers of palm oil for her business,0
1013471,to buy cost efficient seeds and fertilizer for the coming harvesting season.,0
1013472,to purchase a car and start a taxi business.,0
1013473,to buy a new collection of goods and inventory to sell at his store.,0
1013475,to purchase hybrid seeds and fertilizer for cultivation as well as a solar light.,0
1013484,to purchase hybrid seeds and fertilizer to improve the harvest of maize.,0
1013510,to restock items in the food store.,0
1012495,to buy rotors and drums for all kinds of vehicles.,0
1012773,to buy starch in bulk.,0
1013439,to increase her son's cloth business.,0
1013440,to increase her husband's scrap recycling business.,0
1013453,"to purchase a solar light, as well as hybrid seeds and fertilizer to improve harvests of maize.							",0
1013458,to make some maintenance on his rickshaw.,0
1013460,to buy cost efficient maize seeds and fertilizer for the coming growing season.,0
1013465,to buy cost-efficient maize seeds and fertilizer for the coming harvest season.,0
1013467,to pay for some maintenance for his rickshaw.,0
1012764,"to buy fertilizer, herbicides, and to prepare the soil where she is going to grow basic grains.",0
1012767,"to purchase clothing such as blouses, pants, shirts, children's clothing, bedding and shoes to sell.",0
1013434,to buy animals for her husband's butcher business.,0
1013436,to hep her husband increase his scrap recycling business.,0
1013438,to buy a new sewing machine for her business.,0
1013443,to buy new beauty equipment for her business.,0
1013446,to increase her son's scrap recycling business.,0
1013448,to increase her clothing business.,0
1013449,to purchase hybrid seeds and fertilizer to improve harvests of maize,0
1013451,to buy 100 bags of charcoal for her business,0
1012695,to purchase three steers in order to increase her livestock headcount.,0
1012709,to buy additional livestock in order to increase the size of her herd.,0
1012713,to buy one steer for fattening and resale.,0
1012760,"to purchase fruit, vegetables, meat, baked goods, and more.",0
1012848,to buy a few cows in order to increase the size of her herd.,0
1013430,to pay for the renovation of his car engine and to purchase four wheels to get back on the road.,0
1013431,to increase her husband's tailoring business.,0
1013437,to enable her husband to increase his clothing business.,0
1012735,"to buy clothing, home appliances, packaged toys, etc. ",0
1013411,to purchase additional prepaid airtime credit for helping community members who need access to communication service.,0
1013416,to buy more toys for her husband's toy store.,0
1013419,"to help her husband to maintain the latest designs, rates and delightful colors of garments in his store.",0
1013420,to pay for the truck that will help him to transport products to the market.,0
1013421,to buy new blankets for her husband's blanket business.,0
1013423,to increase her husband's vegetable business.,0
1013426,"to buy hair care products, skin products, and bleaching and whitening creams for her daughter's beauty salon.",0
1013428,to buy different kinds of commodities for her general store business.,0
1013429,to buy a new moto rickshaw body for her husband's transportation services.,0
1013697,to build a fitting house for her family.,0
1014653,to pay for a new photo camera and a copy machine needed for providing different computer services for locals in Kapan town.,0
1014646,"to pay for metal materials needed for renovation of doors and windows, and other tools and materials for providing welding work.",0
1014795,to increase her supplies,0
1014848,"to buy soft drinks, boxes of smoked herrings and bags of rice",0
1013074,to buy construction materials and tools for sale,0
1013679,"to buy bakery products such as flour, eggs, baking powder, and pancakes.",0
1014090,to pay for four wheels and renovation of the tractor's engine.,0
1014584,to buy fish fingerlings and develop a fish farm.,0
1014603,"to buy chicks and needed equipment, such as a ""water tank, a new chicken plucking machine and feed,"" and items to create a suitable environment for them.",0
1006238,to purchase a new transmission for his work van.,0
1013037,to buy products to increase turnover in her shop,0
1014431,to pay for two cows and four calves to expand the livestock and enrich his agribusiness.,0
1014499,to increase his merchandise with new items and offers to better satisfy his customers in his grocery shop.,0
1009703,"To generate enough capital to set up his mobile money transfer business in Chipata, Zambia",0
1013710,"to purchase rice, potatoes, meat, and chicken.",0
1014085,"to purchase t-shirts, shirts, pants, blouses, shorts, and more.",0
1014626,to pay for a new coffee vending machine to expand the business in Kapan town.,0
1014636,to pay for tools and materials needed for furniture making,0
1014657,to pay for new stock of fruits and vegetables to resell,0
1007931,to access funds that will allow her fulfill order for a partnering spa treatment center,0
1011380,to buy tires and motor oil for his taxi.,0
1014562,"to buy salt, sugar, soap and candles to sell.",0
1014575,to buy more clothes to sell.,0
1014580,"to add more inventory of maize, wheat flour, beans, rice, cartons of water, crates of sodas, beers, juice, and stationery for schoolkids.",0
1014585,"to buy new equipment for her beauty salon, like hair dressers, hair dryers and seats for customers, as well as to renovate her salon.",0
1014589,to buy a new collection of goods and inventory to sell at his grocery store.,0
1014593,to buy a new collection of power tools  to sell at his store.,0
1014595,to pay the university fees for the last semester.,0
1014597,to pay the university fees for the last semester.,0
1014599,to buy special glass painting and candle making tools to diversify her production and expand her business.,0
1014606,"to make great improvements to the windows, doors, tiles and paint at his home, and to do other construction work.",0
1014607,to buy a new collection of groceries and inventory to sell at his stall.,0
1014609,to purchae buy an electrical generator to use when electricity cuts off,0
1014624,to pay for two cows and forage for feeding the livestock.,0
1014658,to expand her current business by purchasing more rice and bananas for sale.,0
1014572,"to buy necessary fertilizers for her land to improve, and to increase and develop her business production.",0
1014491,to purchase hybrid seeds and fertilizer to improve maize harvests.							,0
1013695,to purchase agricultural supplies to maintain the coffee.,0
1013698,purchase agricultural supplies.,0
