id,description,value
1013779,"to purchase spare parts, gasoline, and more for the maintenance of her motorcycle.",2
1013802,to enable her husband to increase his scrap recycling business.,2
1013803,to help her husband in repairing his rickshaw so he can drive smoothly and generate income for the family.,2
1013805,to buy tools and spare parts for her husband for his mechanical shop.,2
1013954,to buy five pigs and four bags of hay (feed for pigs),1
1013520,to buy palm oil for her business.,2
1013655,to build a proper home for her family.,2
1014095,to buy more sorghum to sell.,2
1014764,to buy inventory items for his agricultural/vet shop he's been operating for the past ten years.,2
1014806,to pay for health-related expenses.,2
1015062,to buy a mini-tractor,2
1015379,to purchase a large supply of banana beer for resale. ,2
1014215,to buy merchandise to stock her grocery store.,2
1014736,to expand her farm and add more goats to grow her business and to create jobs in her community.,1
1014768,to restock more scrap material.,2
1014970,to buy a home solar power system for lighting his house.,2
1012744,"to purchase soft drinks, mineral water, beer, etc.",2
1014906,"to trademark his business name and brand, create a website, and purchase a variety of audio software and branded merchandise",2
1015034,to buy a car,2
1015308,to buy 20 bales of secondhand clothing,2
1015396,to increase her capital and buy a large quantity of clothing for resale to earn more.,2
1012774,"to buy various clothing items, shoes, low cost items and more.",2
1013461,"to make some maintenance for his rickshaw,",2
1013470,to buy 50 rubbers of palm oil for her business,2
1013471,to buy cost efficient seeds and fertilizer for the coming harvesting season.,2
1013472,to purchase a car and start a taxi business.,2
1013473,to buy a new collection of goods and inventory to sell at his store.,2
1013475,to purchase hybrid seeds and fertilizer for cultivation as well as a solar light.,2
1013480,to buy additional electronics for resale.,2
1013484,to purchase hybrid seeds and fertilizer to improve the harvest of maize.,2
1013510,to restock items in the food store.,2
1012495,to buy rotors and drums for all kinds of vehicles.,2
1012773,to buy starch in bulk.,2
1013439,to increase her son's cloth business.,2
1013440,to increase her husband's scrap recycling business.,2
1013453,"to purchase a solar light, as well as hybrid seeds and fertilizer to improve harvests of maize.							",2
1013458,to make some maintenance on his rickshaw.,2
1013460,to buy cost efficient maize seeds and fertilizer for the coming growing season.,2
1013465,to buy cost-efficient maize seeds and fertilizer for the coming harvest season.,2
1013467,to pay for some maintenance for his rickshaw.,2
1012764,"to buy fertilizer, herbicides, and to prepare the soil where she is going to grow basic grains.",2
1012767,"to purchase clothing such as blouses, pants, shirts, children's clothing, bedding and shoes to sell.",2
1013434,to buy animals for her husband's butcher business.,2
1013436,to hep her husband increase his scrap recycling business.,2
1013438,to buy a new sewing machine for her business.,2
1013443,to buy new beauty equipment for her business.,2
1013446,to increase her son's scrap recycling business.,2
1013448,to increase her clothing business.,2
1013449,to purchase hybrid seeds and fertilizer to improve harvests of maize,2
1013451,to buy 100 bags of charcoal for her business,2
1012695,to purchase three steers in order to increase her livestock headcount.,1
1012709,to buy additional livestock in order to increase the size of her herd.,1
1012713,to buy one steer for fattening and resale.,1
1012760,"to purchase fruit, vegetables, meat, baked goods, and more.",2
1012848,to buy a few cows in order to increase the size of her herd.,1
1013430,to pay for the renovation of his car engine and to purchase four wheels to get back on the road.,2
1013431,to increase her husband's tailoring business.,2
1013437,to enable her husband to increase his clothing business.,2
1012735,"to buy clothing, home appliances, packaged toys, etc. ",2
1013411,to purchase additional prepaid airtime credit for helping community members who need access to communication service.,2
1013416,to buy more toys for her husband's toy store.,2
1013419,"to help her husband to maintain the latest designs, rates and delightful colors of garments in his store.",2
1013420,to pay for the truck that will help him to transport products to the market.,2
1013421,to buy new blankets for her husband's blanket business.,2
1013423,to increase her husband's vegetable business.,2
1013426,"to buy hair care products, skin products, and bleaching and whitening creams for her daughter's beauty salon.",2
1013428,to buy different kinds of commodities for her general store business.,2
1013429,to buy a new moto rickshaw body for her husband's transportation services.,2
1013697,to build a fitting house for her family.,2
1014653,to pay for a new photo camera and a copy machine needed for providing different computer services for locals in Kapan town.,2
1014646,"to pay for metal materials needed for renovation of doors and windows, and other tools and materials for providing welding work.",2
1014795,to increase her supplies,2
1014848,"to buy soft drinks, boxes of smoked herrings and bags of rice",2
1013074,to buy construction materials and tools for sale,2
1013679,"to buy bakery products such as flour, eggs, baking powder, and pancakes.",2
1014090,to pay for four wheels and renovation of the tractor's engine.,2
1014584,to buy fish fingerlings and develop a fish farm.,2
1014603,"to buy chicks and needed equipment, such as a ""water tank, a new chicken plucking machine and feed,"" and items to create a suitable environment for them.",1
1006238,to purchase a new transmission for his work van.,2
1013037,to buy products to increase turnover in her shop,2
1014431,to pay for two cows and four calves to expand the livestock and enrich his agribusiness.,1
1014499,to increase his merchandise with new items and offers to better satisfy his customers in his grocery shop.,2
1009703,"To generate enough capital to set up his mobile money transfer business in Chipata, Zambia",2
1013710,"to purchase rice, potatoes, meat, and chicken.",2
1014085,"to purchase t-shirts, shirts, pants, blouses, shorts, and more.",2
1014626,to pay for a new coffee vending machine to expand the business in Kapan town.,2
1014636,to pay for tools and materials needed for furniture making,2
1014657,to pay for new stock of fruits and vegetables to resell,2
1007931,to access funds that will allow her fulfill order for a partnering spa treatment center,2
1011380,to buy tires and motor oil for his taxi.,2
1014562,"to buy salt, sugar, soap and candles to sell.",2
1014575,to buy more clothes to sell.,2
1014580,"to add more inventory of maize, wheat flour, beans, rice, cartons of water, crates of sodas, beers, juice, and stationery for schoolkids.",2
1014585,"to buy new equipment for her beauty salon, like hair dressers, hair dryers and seats for customers, as well as to renovate her salon.",2
1014589,to buy a new collection of goods and inventory to sell at his grocery store.,2
1014593,to buy a new collection of power tools  to sell at his store.,2
1014595,to pay the university fees for the last semester.,2
1014597,to pay the university fees for the last semester.,2
1014599,to buy special glass painting and candle making tools to diversify her production and expand her business.,2
1014606,"to make great improvements to the windows, doors, tiles and paint at his home, and to do other construction work.",2
1014607,to buy a new collection of groceries and inventory to sell at his stall.,2
